Sector,Investor,CompaniesBackedInSector,InvestorType,Country,PensionSWF,BBBBacked,FundingBucket
Digital and Technologies,Base Partners,1,Private Equity and Venture Capital,Brazil,,FALSE,Named
Digital and Technologies,Bayer,1,Corporate,Germany,,FALSE,Named
Digital and Technologies,Bayland Capital,1,Private Equity and Venture Capital,China,,FALSE,Named
Digital and Technologies,Beacon Capital,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Beacon Equity Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Beast Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Beauport Partners,1,Private Equity and Venture Capital,Jersey,,FALSE,Named
Digital and Technologies,Beech Tree Private Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Beechbrook Capital,1,Specialist Lender,United Kingdom,,TRUE,Named
Digital and Technologies,Beer and Partners,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Berggruen Holdings,1,Family Office,United States,,FALSE,Named
Digital and Technologies,Bertelsmann,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Berti Investments,1,Charity/Not-for-profit company,United Kingdom,,FALSE,Named
Digital and Technologies,Best Nights VC,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Big Pi Ventures,1,Private Equity and Venture Capital,Greece,,FALSE,Named
Digital and Technologies,Bio-Rad Laboratories,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Bioeconomy Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Birchal,1,Crowd funding,Australia,,FALSE,Named
Digital and Technologies,Blackfinch Group,1,Asset Management,United Kingdom,,FALSE,Named
Digital and Technologies,Blisce,1,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Bloc Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Bloom 8 (formerly Rage Capital),1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Bloomsbury Bioseed Fund,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Blossom Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Blossom Street Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Blue Horizon Group,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Digital and Technologies,Blue Water Energy,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,BlueYard Capital,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,BnkToTheFuture,1,Crowd funding,Cayman Islands,,FALSE,Named
Digital and Technologies,Boehringer Ingelheim,1,Corporate,Germany,,FALSE,Named
Digital and Technologies,Bonnier Ventures,1,Corporate,Sweden,,FALSE,Named
Digital and Technologies,Borealis Ventures,1,Private Equity and Venture Capital,Germany,,FALSE,Named
Digital and Technologies,Bosch,1,Corporate,Germany,,FALSE,Named
Digital and Technologies,Boundary Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Brand Capital,1,Corporate,India,,FALSE,Named
Digital and Technologies,Bridford Group,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Bridge Nine Capital Partners,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Digital and Technologies,Bridgepoint,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Brighteye,1,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Brighton Park Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Bristol Private Equity Club,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Britannia,1,Corporate,India,,FALSE,Named
Digital and Technologies,British International Investment (formerly CDC Group),1,Central Government,United Kingdom,,FALSE,Named
Digital and Technologies,Brookfield,1,Asset Management / Private Equity,Canada,,FALSE,Named
Digital and Technologies,Business Finance Partnership Programme,1,Central Government,United Kingdom,,FALSE,Named
Digital and Technologies,C5 Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,CAA Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,CASSIUS,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,CBPE Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,CFFI UK Ventures,1,Private Investment Vehicle,Barbados,,FALSE,Named
Digital and Technologies,CITIC Securities,1,Merchant Bank,China,,FALSE,Named
Digital and Technologies,CMT Group,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,CN Innovations Holdings,1,Corporate,Hong Kong,,FALSE,Named
Digital and Technologies,CNP Assurances,1,Corporate,France,,FALSE,Named
Digital and Technologies,CTC Venture Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,CVentures,1,Corporate,Egypt,,FALSE,Named
Digital and Technologies,CaaS Capital Management,1,Asset Management,United States,,FALSE,Named
Digital and Technologies,Cabot Square Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Caisse de dépôt et placement du Québec (CDPQ),1,,,,,Named
Digital and Technologies,Cambridge Capital Group,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Cambridge Consultants,1,Commercialisation Company,United Kingdom,,FALSE,Named
Digital and Technologies,Canapi Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Candy Ventures,1,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,CapHorn Invest,1,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Capita PLC,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Capital D,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,CapitalG (formerly Google Capital),1,Corporate,United States,,FALSE,Named
Digital and Technologies,Caple,1,Specialist Lender,United Kingdom,,FALSE,Named
Digital and Technologies,Capricorn Investment Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Cardiff Council,1,Local and Regional Government,United Kingdom,,FALSE,Named
Digital and Technologies,Catamaran Ventures,1,Family Office,India,,FALSE,Named
Digital and Technologies,Catapult Venture Managers,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Cazenove Private Equity,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Cedars-Sinai Hospital,1,Charity/Not-for-profit company,United States,,FALSE,Named
Digital and Technologies,Celsius Industries,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Centerbridge Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Centrica Energy,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Cercano Management,1,Family Office,United States,,FALSE,Named
Digital and Technologies,Charles River Labs,1,Commercialisation Company,United States,,FALSE,Named
Digital and Technologies,Charlotte Street Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Chaucer Consulting,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,Chevron Technology Ventures,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Chicago Booth Angels,1,Angel Network,United States,,FALSE,Named
Digital and Technologies,Chief Financial Capital,1,Private Investment Vehicle,United States,,FALSE,Named
Digital and Technologies,Circle,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Circularity Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Cisco,1,Corporate,United States,,FALSE,Named
Digital and Technologies,City & Guilds Group,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,City Securities,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Civilization Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Clocktower Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Club Changer,1,Family Office,Monaco / UAE,,FALSE,Named
Digital and Technologies,CoVent Partners,1,Private Equity and Venture Capital,France,,FALSE,Named
Digital and Technologies,Cody Gate Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Cohen Circle,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Coinbase Ventures,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Colle Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Collector Bank,1,Bank,Sweden,,FALSE,Bank/Loan
Digital and Technologies,Coller Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Collinio Capital,1,Private Equity and Venture Capital,Jersey,,FALSE,Named
Digital and Technologies,Combined London Colleges University Challenge Seed Fund (CLCUC),1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Comhar Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Committed Capital,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Communitas Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Company K Partners,1,Private Equity and Venture Capital,South Korea,,FALSE,Named
Digital and Technologies,Concentric Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Connectd,1,Angel Network,United Kingdom,,FALSE,Named
Digital and Technologies,Connected Capital,1,Private Equity and Venture Capital,Netherlands,,FALSE,Named
Digital and Technologies,Contour Venture Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Conviction Investment Partners (CIP),1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Convoy Global Holdings,1,Asset Management,Hong Kong,,FALSE,Named
Digital and Technologies,Correlation One Holdings,1,Private Investment Vehicle,United States,,FALSE,Named
Digital and Technologies,Cow Corner,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Cowen Healthcare Investments,1,Bank,United States,,FALSE,Named
Digital and Technologies,Crayon,1,Corporate,Norway,,FALSE,Named
Digital and Technologies,Creative Artists Agency,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Credit Agricole,1,Bank,France,,FALSE,Named
Digital and Technologies,Credo Ventures,1,Private Equity and Venture Capital,Czech Republic,,FALSE,Named
Digital and Technologies,Crossfin Holdings,1,Private Equity and Venture Capital,South Africa,,FALSE,Named
Digital and Technologies,Curious Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Cyber London (CyLon),1,Accelerator,United Kingdom,,FALSE,Named
Digital and Technologies,D1 Capital Partners,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,D4 Ventures,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,DAG Ventures,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,DB1 Ventures,1,,,,,Named
Digital and Technologies,DCVC,1,Corporate,United States,,FALSE,Named
Digital and Technologies,DEG Invest,1,Government,Germany,,FALSE,Named
Digital and Technologies,DFJ,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,DIG Investments,1,Family Office,United Kingdom,,FALSE,Named
Digital and Technologies,DKLM,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,DNB,1,Bank,Norway,,FALSE,Named
Digital and Technologies,DSW Ventures,1,Angel Network,United Kingdom,,TRUE,Named
Digital and Technologies,Dai-ichi Life Insurance,1,Corporate,Japan,,FALSE,Named
Digital and Technologies,Daishin Private Equity,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
Digital and Technologies,Danish Green Futures Fund,1,Government,Denmark,,FALSE,Named
Digital and Technologies,Databricks,1,Corporate,United States,,FALSE,Named
Digital and Technologies,Deep Track Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Dentons,1,Corporate,United Kingdom,,FALSE,Named
Digital and Technologies,"Department for Science, Innovation and Technology (DSIT)",1,Central Government,United Kingdom,,FALSE,Named
Digital and Technologies,Department of Education,1,Government,Dependent,,FALSE,Named
Digital and Technologies,Designer Fund,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Digital Alpha Capital,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Digital China Health Technologies Corporation (DCHealth),1,Corporate,China,,FALSE,Named
Digital and Technologies,DigitalBridge,1,Asset Management,United States,,FALSE,Named
Digital and Technologies,Dimension,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Dorilton Ventures,1,Private Investment Vehicle,United States,,FALSE,Named
Digital and Technologies,Doxa Partners,1,Private Equity and Venture Capital,United Kingdom,,FALSE,Named
Digital and Technologies,Dragoneer Investment Group,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,Drake Capital Advisors LLC,1,Private Equity and Venture Capital,United States,,FALSE,Named
Digital and Technologies,DuKlaw Ventures,1,Private Equity and Venture Capital,Switzerland,,FALSE,Named
Digital and Technologies,Dubai Investments,1,Private Equity and Venture Capital,United Arab Emirates,,FALSE,Named
Digital and Technologies,E& Investment,1,Private Equity and Venture Capital,"Korea, Republic Of (South Korea)",,FALSE,Named
